Ticker,Company Name,Sector,Year,MarketCap,PE
A,Agilent Technologies Inc.,Health Care,2010,12861.59571,22.56
A,Agilent Technologies Inc.,Health Care,2011,12683.91808,12.52
A,Agilent Technologies Inc.,Health Care,2012,13375.60165,12.08
A,Agilent Technologies Inc.,Health Care,2013,17829.22869,22.86
A,Agilent Technologies Inc.,Health Care,2014,15473.00898,25.76
A,Agilent Technologies Inc.,Health Care,2015,13420.37342,36.10
A,Agilent Technologies Inc.,Health Care,2016,14352.91521,30.77
A,Agilent Technologies Inc.,Health Care,2017,21921.76,32.91
A,Agilent Technologies Inc.,Information Technology,2000,24802.57125,32.76
A,Agilent Technologies Inc.,Information Technology,2001,13143.11,75.54
A,Agilent Technologies Inc.,Information Technology,2004,11732.8681,33.62
A,Agilent Technologies Inc.,Information Technology,2005,17063.32926,50.08
A,Agilent Technologies Inc.,Information Technology,2006,13916.3767,4.26
A,Agilent Technologies Inc.,Information Technology,2007,14171.72523,22.59
A,Agilent Technologies Inc.,Information Technology,2008,6722.598283,10.01
A,Agilent Technologies Inc.,Information Technology,2009,9785.629697,48.79
AA,Alcoa Inc,Materials,1980,2178.46279,4.34
AA,Alcoa Inc,Materials,1981,1908.35854,5.20
AA,Alcoa Inc,Materials,1982,2446.675,31.86
AA,Alcoa Inc,Materials,1983,3632.54232,82.09
AA,Alcoa Inc,Materials,1984,3002.217,8.18
AA,Alcoa Inc,Materials,1985,3132.822,34.97
AA,Alcoa Inc,Materials,1987,4120.40475,17.71
AA,Alcoa Inc,Materials,1988,4943.792,6.37
AA,Alcoa Inc,Materials,1989,6566.1,6.57
AA,Alcoa Inc,Materials,1990,4889.44446,8.15
AA,Alcoa Inc,Materials,1991,5477.57916,48.18
AA,Alcoa Inc,Materials,1993,6130.48618,523.97
AA,Alcoa Inc,Materials,1995,9323.48432,9.25
AA,Alcoa Inc,Materials,1996,10997.5125,20.76
AA,Alcoa Inc,Materials,1997,11843.26488,16.20
AA,Alcoa Inc,Materials,1998,13687.12832,16.20
AA,Alcoa Inc,Materials,1999,30411.781,32.40
AA,Alcoa Inc,Materials,2000,28976.1935,20.32
AA,Alcoa Inc,Materials,2001,30195.56565,20.94
AA,Alcoa Inc,Materials,2002,19232.4706,38.39
AA,Alcoa Inc,Materials,2003,32883.49,77.56
AA,Alcoa Inc,Materials,2004,27350.45018,20.52
AA,Alcoa Inc,Materials,2005,23574.07017,18.46
AA,Alcoa Inc,Materials,2006,26039.013,12.32
AA,Alcoa Inc,Materials,2007,31808.37716,13.88
AA,Alcoa Inc,Materials,2008,8942.208613,5.11
AA,Alcoa Inc,Materials,2011,10440.82224,9.85
AA,Alcoa Inc,Materials,2013,10521.31834,35.55
AA,Alcoa Inc,Materials,2015,12297.74421,22.86
AAL,American Airlines Group,Industrials,2015,27278.40819,5.54
AAL,American Airlines Group,Industrials,2016,23096.28542,4.08
AAL,American Airlines Group,Industrials,2017,23816.49375,12.21
AAL (Alex),Alexander & Alexander,Financials,1988,949.4,14.07
AAL (Alex),Alexander & Alexander,Financials,1989,1237.452,20.35
AAL (Alex),Alexander & Alexander,Financials,1990,939.078,19.32
AAL (Alex),Alexander & Alexander,Financials,1991,836.4,19.63
AAL (Alex),Alexander & Alexander,Financials,1992,1147.45,124.72
AAL (Alex),Alexander & Alexander,Financials,1996,753.52728,13.65
AAP,Advance Auto Parts Inc,Consumer Discretionary,2015,12489.73573,24.83
AAP,Advance Auto Parts Inc,Consumer Discretionary,2016,11757.47085,26.01
AAP,Advance Auto Parts Inc,Consumer Discretionary,2017,6956.987607,19.69
AAPL,Apple Inc.,Information Technology,1982,1722.52224,24.17
AAPL,Apple Inc.,Information Technology,1983,1448.4158,18.88
AAPL,Apple Inc.,Information Technology,1984,1768.89012,27.62
AAPL,Apple Inc.,Information Technology,1985,1370.358,22.38
AAPL,Apple Inc.,Information Technology,1986,2541.4155,16.51
AAPL,Apple Inc.,Information Technology,1987,5215.476,23.98
AAPL,Apple Inc.,Information Technology,1988,4958.35725,12.39
AAPL,Apple Inc.,Information Technology,1989,4413.3705,9.72
AAPL,Apple Inc.,Information Technology,1990,4915.502,10.35
AAPL,Apple Inc.,Information Technology,1991,6680.4662,21.56
AAPL,Apple Inc.,Information Technology,1992,7040.99975,13.28
AAPL,Apple Inc.,Information Technology,1993,3407.47875,39.35
AAPL,Apple Inc.,Information Technology,1994,4675.71,15.07
AAPL,Apple Inc.,Information Technology,1995,3925.00184,9.26
AAPL,Apple Inc.,Information Technology,1998,5540.0008,17.93
AAPL,Apple Inc.,Information Technology,1999,16540.0728,27.52
AAPL,Apple Inc.,Information Technology,2000,4997.92416,6.36
AAPL,Apple Inc.,Information Technology,2002,5146.41888,79.18
AAPL,Apple Inc.,Information Technology,2003,7746.64637,112.27
AAPL,Apple Inc.,Information Technology,2004,25892.5352,93.81
AAPL,Apple Inc.,Information Technology,2005,55102.1081,41.49
AAPL,Apple Inc.,Information Technology,2006,73415.31776,36.91
AAPL,Apple Inc.,Information Technology,2007,166222.2519,47.55
AAPL,Apple Inc.,Information Technology,2008,84607.73435,17.50
AAPL,Apple Inc.,Information Technology,2009,180205.5123,21.88
AAPL,Apple Inc.,Information Technology,2010,285799.2266,20.40
AAPL,Apple Inc.,Information Technology,2011,369278.9799,14.24
AAPL,Apple Inc.,Information Technology,2012,536436.2759,12.85
AAPL,Apple Inc.,Information Technology,2013,490449.7748,13.24
AAPL,Apple Inc.,Information Technology,2014,659423.0601,16.69
AAPL,Apple Inc.,Information Technology,2015,637557.6843,11.94
AAPL,Apple Inc.,Information Technology,2016,604115.5141,13.22
AAPL,Apple Inc.,Information Technology,2017,869146.1525,17.98
ABBV,AbbVie Inc.,Health Care,2013,79301.57372,17.47
ABBV,AbbVie Inc.,Health Care,2014,105175.4727,28.33
ABBV,AbbVie Inc.,Health Care,2015,96824.87871,34.37
ABBV,AbbVie Inc.,Health Care,2016,97136.59711,15.98
ABBV,AbbVie Inc.,Health Care,2017,150907.1103,22.70
ABC,AmerisourceBergen Corp.,Health Care,2001,6545.84065,52.88
ABC,AmerisourceBergen Corp.,Health Care,2002,5808.12864,16.84
ABC,AmerisourceBergen Corp.,Health Care,2003,6296.49255,14.27
ABC,AmerisourceBergen Corp.,Health Care,2004,6168.26556,13.17
ABC,AmerisourceBergen Corp.,Health Care,2005,8311.130197,31.40
ABC,AmerisourceBergen Corp.,Health Care,2006,9140.023533,19.54
ABC,AmerisourceBergen Corp.,Health Care,2007,7881.614963,16.80
ABC,AmerisourceBergen Corp.,Health Care,2008,5136.211823,20.50
ABC,AmerisourceBergen Corp.,Health Care,2009,7041.398547,13.99
ABC,AmerisourceBergen Corp.,Health Care,2010,9004.46768,14.14
ABC,AmerisourceBergen Corp.,Health Care,2011,10063.63474,14.24
ABC,AmerisourceBergen Corp.,Health Care,2012,10011.40456,13.92
ABC,AmerisourceBergen Corp.,Health Care,2013,15862.94609,36.58
ABC,AmerisourceBergen Corp.,Health Care,2014,19597.88131,70.88
ABC,AmerisourceBergen Corp.,Health Care,2016,16617.55,11.64
ABC,AmerisourceBergen Corp.,Health Care,2017,18442.5504,50.60
ABC (Bro.),American Broadcasting Cos Inc,Consumer Discretionary,1980,758.25792,4.96
ABC (Bro.),American Broadcasting Cos Inc,Consumer Discretionary,1981,978.622,6.94
ABC (Bro.),American Broadcasting Cos Inc,Consumer Discretionary,1982,1675.41936,10.29
ABC (Bro.),American Broadcasting Cos Inc,Consumer Discretionary,1983,1631.6279,10.78
ABC (Bro.),American Broadcasting Cos Inc,Consumer Discretionary,1984,1835.06284,9.53
ABC (Bro.),American Broadcasting Cos Inc,Consumer Discretionary,1985,3435.069,19.77
ABI,Applied Biosystems Inc.,Health Care,2008,5227.90476,15.70
ABI,Applied Biosystems Inc.,Health Care,1980,1456.2335,20.82
ABI,Applied Biosystems Inc.,Health Care,1981,1147.716,13.53
ABI,Applied Biosystems Inc.,Health Care,1982,1214.74914,22.09
ABI,Applied Biosystems Inc.,Health Care,1983,1273.56424,26.51
ABI,Applied Biosystems Inc.,Health Care,1984,1153.24755,15.42
ABI,Applied Biosystems Inc.,Health Care,1985,1375.17904,17.38
ABI,Applied Biosystems Inc.,Health Care,1986,1145.8425,16.61
ABI,Applied Biosystems Inc.,Health Care,1988,1058.32647,14.36
ABI,Applied Biosystems Inc.,Health Care,1990,710.43602,16.26
ABI,Applied Biosystems Inc.,Health Care,1992,1159.01856,29.95
ABI,Applied Biosystems Inc.,Health Care,1993,1697.5805,132.45
ABI,Applied Biosystems Inc.,Health Care,1994,1072.74365,16.51
ABI,Applied Biosystems Inc.,Health Care,1995,1623.6275,23.35
ABI,Applied Biosystems Inc.,Health Care,1996,2568.52224,89.41
ABI,Applied Biosystems Inc.,Health Care,1997,3449.32346,28.88
ABI,Applied Biosystems Inc.,Health Care,1998,4858.87824,87.41
ABI,Applied Biosystems Inc.,Health Care,1999,12400.83294,52.43
ABI,Applied Biosystems Inc.,Health Care,2000,19690.23822,95.73
ABI,Applied Biosystems Inc.,Health Care,2001,8322.53037,42.58
ABI,Applied Biosystems Inc.,Health Care,2002,3669.61356,23.81
ABI,Applied Biosystems Inc.,Health Care,2003,4308.23917,21.67
ABI,Applied Biosystems Inc.,Health Care,2004,4098.88275,21.97
ABI,Applied Biosystems Inc.,Health Care,2005,4961.969497,20.43
ABI,Applied Biosystems Inc.,Health Care,2006,6736.701483,38.88
ABI,Applied Biosystems Inc.,Health Care,2007,6087.023773,20.30
ABK,Ambac Financial Group Inc.,Financials,2000,6154.67881,16.81
ABK,Ambac Financial Group Inc.,Financials,2001,6109.09024,14.79
ABK,Ambac Financial Group Inc.,Financials,2002,5960.93384,12.29
ABK,Ambac Financial Group Inc.,Financials,2003,7434.72216,14.18
ABK,Ambac Financial Group Inc.,Financials,2004,8945.27108,12.88
ABK,Ambac Financial Group Inc.,Financials,2005,7886.19278,10.72
ABK,Ambac Financial Group Inc.,Financials,2006,9125.931063,10.40
ABK,Ambac Financial Group Inc.,Financials,2007,3040.724147,13.31
ABS,Albertson's Inc.,Consumer Staples,1984,958.653,12.02
ABS,Albertson's Inc.,Consumer Staples,1985,1080.5925,13.12
ABS,Albertson's Inc.,Consumer Staples,1986,1436.544,14.82
ABS,Albertson's Inc.,Consumer Staples,1987,1684.24218,14.54
ABS,Albertson's Inc.,Consumer Staples,1988,2535.27052,16.79
ABS,Albertson's Inc.,Consumer Staples,1989,3716.28,19.75
ABS,Albertson's Inc.,Consumer Staples,1990,4884.43,22.18
ABS,Albertson's Inc.,Consumer Staples,1991,5186.14175,20.68
ABS,Albertson's Inc.,Consumer Staples,1992,6682.6145,27.34
ABS,Albertson's Inc.,Consumer Staples,1993,6778.63725,21.29
ABS,Albertson's Inc.,Consumer Staples,1994,7365.536,19.23
ABS,Albertson's Inc.,Consumer Staples,1995,8283.09672,18.20
ABS,Albertson's Inc.,Consumer Staples,1996,8932.0847,18.10
ABS,Albertson's Inc.,Consumer Staples,1997,11611.026,23.39
ABS,Albertson's Inc.,Consumer Staples,1998,15641.81817,19.89
ABS,Albertson's Inc.,Consumer Staples,1999,13662.003,41.44
ABS,Albertson's Inc.,Consumer Staples,2000,10846.3175,13.41
ABS,Albertson's Inc.,Consumer Staples,2001,12794.63892,29.69
ABS,Albertson's Inc.,Consumer Staples,2002,8439.90126,14.81
ABS,Albertson's Inc.,Consumer Staples,2003,8310.738,13.17
ABS,Albertson's Inc.,Consumer Staples,2004,8789.20116,23.19
ABS,Albertson's Inc.,Consumer Staples,2005,8598.510327,17.95
ABT,Abbott Laboratories,Health Care,1980,3489.6095,17.11
ABT,Abbott Laboratories,Health Care,1981,3307.5,13.94
ABT,Abbott Laboratories,Health Care,1982,4731.53,17.17
ABT,Abbott Laboratories,Health Care,1983,5479.6845,16.64
ABT,Abbott Laboratories,Health Care,1984,5019.7695,13.02
ABT,Abbott Laboratories,Health Care,1985,8177.9061,18.29
ABT,Abbott Laboratories,Health Care,1986,10441.92357,20.03
ABT,Abbott Laboratories,Health Care,1987,10939.77075,18.14
ABT,Abbott Laboratories,Health Care,1988,10821.83798,15.04
ABT,Abbott Laboratories,Health Care,1989,15044.32,18.14
ABT,Abbott Laboratories,Health Care,1990,19311.345,20.56
ABT,Abbott Laboratories,Health Care,1991,29292.2532,27.80
ABT,Abbott Laboratories,Health Care,1992,25399.25976,21.08
ABT,Abbott Laboratories,Health Care,1993,24330.0819,17.93
ABT,Abbott Laboratories,Health Care,1994,26211.0264,17.65
ABT,Abbott Laboratories,Health Care,1995,32775.59041,19.91
ABT,Abbott Laboratories,Health Care,1996,39303.28675,21.40
ABT,Abbott Laboratories,Health Care,1997,50048.157,24.55
ABT,Abbott Laboratories,Health Care,1998,74363.429,32.71
ABT,Abbott Laboratories,Health Care,1999,55819.76241,23.18
ABT,Abbott Laboratories,Health Care,2000,74869.8328,27.76
ABT,Abbott Laboratories,Health Care,2001,86616.322,51.25
ABT,Abbott Laboratories,Health Care,2002,62501.64,22.48
ABT,Abbott Laboratories,Health Care,2003,72852.2498,29.91
ABT,Abbott Laboratories,Health Care,2004,72652.3368,22.66
ABT,Abbott Laboratories,Health Care,2005,62193.11224,18.46
ABT,Abbott Laboratories,Health Care,2006,72988.69675,23.03
ABT,Abbott Laboratories,Health Care,2007,86682.79068,44.98
ABT,Abbott Laboratories,Health Care,2008,83037.20979,18.26
ABT,Abbott Laboratories,Health Care,2009,81988.96936,14.27
ABT,Abbott Laboratories,Health Care,2010,75057.23417,15.89
ABT,Abbott Laboratories,Health Care,2011,85475.14796,18.78
ABT,Abbott Laboratories,Health Care,2012,103022.8503,15.78
ABT,Abbott Laboratories,Health Care,2013,58372.47382,19.20
ABT,Abbott Laboratories,Health Care,2014,66786.56921,33.97
ABT,Abbott Laboratories,Health Care,2015,66924.32147,14.67
ABT,Abbott Laboratories,Health Care,2016,56761.6242,41.46
ABT,Abbott Laboratories,Health Care,2017,97339.29794,46.29
ABX,Barrick Gold Corp.,Materials,1993,8131.26732,38.11
ABX,Barrick Gold Corp.,Materials,1994,7860.925,33.33
ABX,Barrick Gold Corp.,Materials,1995,9422.936,33.58
ABX,Barrick Gold Corp.,Materials,1996,10723.75,44.68
ABX,Barrick Gold Corp.,Materials,1998,7341.2625,25.06
ABX,Barrick Gold Corp.,Materials,1999,6997.49178,21.01
ABX,Barrick Gold Corp.,Materials,2000,6482.40138,20.84
ACAS,American Capital Ltd.,Financials,2007,7135.37883,5.69
ACF,ACF Industries Inc,Industrials,1980,414.414,7.16
ACF,ACF Industries Inc,Industrials,1981,374.29728,12.09
ACF,ACF Industries Inc,Industrials,1982,269.10675,5.50
ACF,ACF Industries Inc,Industrials,1983,419.25,397.77
ACK,Armstrong Holdings Inc.,Industrials,1980,352.64475,7.21
ACK,Armstrong Holdings Inc.,Industrials,1981,409.3365,7.24
ACK,Armstrong Holdings Inc.,Industrials,1982,612.53775,31.76
ACK,Armstrong Holdings Inc.,Industrials,1983,684.25695,12.81
ACK,Armstrong Holdings Inc.,Industrials,1984,803.05077,9.28
ACK,Armstrong Holdings Inc.,Industrials,1985,1070.49518,11.01
ACK,Armstrong Holdings Inc.,Industrials,1986,1419.86772,11.93
ACK,Armstrong Holdings Inc.,Industrials,1987,1491.46575,10.44
ACK,Armstrong Holdings Inc.,Industrials,1988,1618.995,10.02
ACK,Armstrong Holdings Inc.,Industrials,1989,1574.07325,9.43
ACK,Armstrong Holdings Inc.,Industrials,1990,927.3,4.84
ACK,Armstrong Holdings Inc.,Industrials,1991,1085.26275,16.72
ACK,Armstrong Holdings Inc.,Industrials,1993,1982.0715,28.52
ACK,Armstrong Holdings Inc.,Industrials,1994,1435.1645,10.19
ACK,Armstrong Holdings Inc.,Industrials,1995,2285.63,14.84
ACK,Armstrong Holdings Inc.,Industrials,1996,2860.898,23.94
ACK,Armstrong Holdings Inc.,Industrials,1997,2998.89525,15.67
ACK,Armstrong Holdings Inc.,Industrials,1998,2414.02837,11.45
ACK,Armstrong Holdings Inc.,Industrials,1999,1337.26956,68.93
ACN,Accenture plc,Information Technology,2011,39537.35757,17.12
ACN,Accenture plc,Information Technology,2012,45736.19979,17.78
ACN,Accenture plc,Information Technology,2013,51640.0764,15.65
ACN,Accenture plc,Information Technology,2014,56040.33528,18.88
ACN,Accenture plc,Information Technology,2015,68998.39471,22.63
ACN,Accenture plc,Information Technology,2016,75535.07133,18.11
ACN,Accenture plc,Information Technology,2017,94011.87465,26.97
ACS,ACS Inc.,Information Technology,2004,7339.74917,13.69
ACS,ACS Inc.,Information Technology,2005,6656.93633,16.24
ACS,ACS Inc.,Information Technology,2006,5385.494397,16.48
ACS,ACS Inc.,Information Technology,2007,4310.176933,16.72
ACS,ACS Inc.,Information Technology,2008,3862.3858,11.15
ACS,ACS Inc.,Information Technology,2009,5070.01374,15.13
ACV,Alberto-Culver Co.,Consumer Staples,2006,4737.16873,23.07
ACV,Alberto-Culver Co.,Consumer Staples,1980,56.23772,5.39
ACV,Alberto-Culver Co.,Consumer Staples,1981,47.95611,7.96
ACV,Alberto-Culver Co.,Consumer Staples,1982,70.226,10.64
ACV,Alberto-Culver Co.,Consumer Staples,1983,64.988,16.63
ACV,Alberto-Culver Co.,Consumer Staples,1984,79.50802,17.57
ACV,Alberto-Culver Co.,Consumer Staples,1985,170.404,82.48
ACV,Alberto-Culver Co.,Consumer Staples,1986,270.9525,31.39
ACV,Alberto-Culver Co.,Consumer Staples,1987,286.7235,15.79
ACV,Alberto-Culver Co.,Consumer Staples,1988,480.87375,17.88
ACV,Alberto-Culver Co.,Consumer Staples,1989,596.7031,20.27
ACV,Alberto-Culver Co.,Consumer Staples,1990,941.00825,26.88
ACV,Alberto-Culver Co.,Consumer Staples,1991,895.57182,29.74
ACV,Alberto-Culver Co.,Consumer Staples,1992,732.7935,18.98
ACV,Alberto-Culver Co.,Consumer Staples,1993,654.64839,15.86
ACV,Alberto-Culver Co.,Consumer Staples,1994,754.9885,17.13
ACV,Alberto-Culver Co.,Consumer Staples,1995,955.04202,18.14
ACV,Alberto-Culver Co.,Consumer Staples,1996,1338.144,21.33
ACV,Alberto-Culver Co.,Consumer Staples,1997,1821.55302,21.33
ACV,Alberto-Culver Co.,Consumer Staples,1998,884.69343,10.65
ACV,Alberto-Culver Co.,Consumer Staples,1999,850.62017,9.86
ACV,Alberto-Culver Co.,Consumer Staples,2000,1410.88917,13.67
ACV,Alberto-Culver Co.,Consumer Staples,2001,1455.21324,13.18
ACV,Alberto-Culver Co.,Consumer Staples,2002,1629.5832,11.84
ACV,Alberto-Culver Co.,Consumer Staples,2003,3782.2768,23.33
ACV,Alberto-Culver Co.,Consumer Staples,2004,4424.62986,31.21
ACV,Alberto-Culver Co.,Consumer Staples,2005,4067.26125,19.29
ACY,American Cyanamid Co,Health Care,1980,1564.64113,10.01
ACY,American Cyanamid Co,Health Care,1981,1390.666,7.06
ACY,American Cyanamid Co,Health Care,1982,1680.8575,11.88
ACY,American Cyanamid Co,Health Care,1983,2449.75,16.31
ACY,American Cyanamid Co,Health Care,1984,2435,11.05
ACY,American Cyanamid Co,Health Care,1985,2696.75,15.92
ACY,American Cyanamid Co,Health Care,1986,3581.62332,22.26
ACY,American Cyanamid Co,Health Care,1987,3705.44625,13.85
ACY,American Cyanamid Co,Health Care,1988,4188.00525,13.82
ACY,American Cyanamid Co,Health Care,1989,5122.84486,16.20
ACY,American Cyanamid Co,Health Care,1990,4916.32619,14.68
ACY,American Cyanamid Co,Health Care,1991,5932.71875,16.98
ACY,American Cyanamid Co,Health Care,1992,5190.96462,13.34
AD,Amsted Industries Inc,Industrials,1980,465.804,6.54
AD,Amsted Industries Inc,Industrials,1981,379.89582,7.51
AD,Amsted Industries Inc,Industrials,1982,254.27,14.28
AD,Amsted Industries Inc,Industrials,1984,398.7375,16.48
AD,Amsted Industries Inc,Industrials,1985,473.774,16.17
ADBE,Adobe Systems Inc.,Information Technology,1997,2836.55625,13.65
ADBE,Adobe Systems Inc.,Information Technology,1998,3071.9425,30.21
ADBE,Adobe Systems Inc.,Information Technology,1999,8083.3155,42.40
ADBE,Adobe Systems Inc.,Information Technology,2000,13985.55917,45.71
ADBE,Adobe Systems Inc.,Information Technology,2001,7364.8116,29.39
ADBE,Adobe Systems Inc.,Information Technology,2002,5859.5456,31.57
ADBE,Adobe Systems Inc.,Information Technology,2003,9145.18896,40.99
ADBE,Adobe Systems Inc.,Information Technology,2004,14971.45798,35.63
ADBE,Adobe Systems Inc.,Information Technology,2005,18090.02848,31.36
ADBE,Adobe Systems Inc.,Information Technology,2006,23242.36944,47.65
ADBE,Adobe Systems Inc.,Information Technology,2007,25393.94425,36.44
ADBE,Adobe Systems Inc.,Information Technology,2008,12581.88735,14.72
ADBE,Adobe Systems Inc.,Information Technology,2009,18296.68267,34.48
ADBE,Adobe Systems Inc.,Information Technology,2010,14707.00847,26.76
ADBE,Adobe Systems Inc.,Information Technology,2011,13925.0832,15.58
ADBE,Adobe Systems Inc.,Information Technology,2012,17544.7492,21.91
ADBE,Adobe Systems Inc.,Information Technology,2013,28473.56352,75.79
ADBE,Adobe Systems Inc.,Information Technology,2014,35992.33117,142.37
ADBE,Adobe Systems Inc.,Information Technology,2015,45535.95111,85.26
ADBE,Adobe Systems Inc.,Information Technology,2016,51820.07731,49.66
ADBE,Adobe Systems Inc.,Information Technology,2017,87295.67166,53.75
ADCT,ADC Telecomm. Inc.,Information Technology,1999,10850.84008,139.29
ADCT,ADC Telecomm. Inc.,Information Technology,2000,13995.4535,16.12
ADCT,ADC Telecomm. Inc.,Information Technology,2004,2167.77696,132.18
ADCT,ADC Telecomm. Inc.,Information Technology,2005,2337.779293,21.12
ADCT,ADC Telecomm. Inc.,Information Technology,2006,1665.85251,25.36
ADI,Analog Devices Inc.,Information Technology,1999,16224.687,62.42
ADI,Analog Devices Inc.,Information Technology,2000,18322.12956,30.18
ADI,Analog Devices Inc.,Information Technology,2001,16058.92591,45.06
ADI,Analog Devices Inc.,Information Technology,2002,8729.21126,82.90
ADI,Analog Devices Inc.,Information Technology,2003,16972.89825,56.90
ADI,Analog Devices Inc.,Information Technology,2004,13876.0128,24.31
ADI,Analog Devices Inc.,Information Technology,2005,13340.23654,30.77
ADI,Analog Devices Inc.,Information Technology,2006,11197.03294,21.37
ADI,Analog Devices Inc.,Information Technology,2007,9868.970147,19.33
ADI,Analog Devices Inc.,Information Technology,2008,5573.93924,7.25
ADI,Analog Devices Inc.,Information Technology,2009,8480.781403,32.88
ADI,Analog Devices Inc.,Information Technology,2010,10635.67194,15.88
ADI,Analog Devices Inc.,Information Technology,2011,10666.13757,12.10
ADI,Analog Devices Inc.,Information Technology,2012,12202.00582,18.70
ADI,Analog Devices Inc.,Information Technology,2013,15385.75888,22.90
ADI,Analog Devices Inc.,Information Technology,2014,16679.31633,25.44
ADI,Analog Devices Inc.,Information Technology,2015,18451.22498,26.32
ADI,Analog Devices Inc.,Information Technology,2016,21662.93545,27.44
ADI,Analog Devices Inc.,Information Technology,2017,32739.79195,46.19
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1981,1392.8145,7.40
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1982,1640.923,11.81
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1983,1786.5,15.75
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1984,1845.52849,16.20
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1985,2665.078,14.58
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1986,3016.83806,12.33
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1987,3660.46125,12.91
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1988,3716.3268,10.28
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1989,6564.31713,14.57
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1990,6825.8645,14.40
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1991,10341.82767,21.30
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1992,8655.006,16.15
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1993,7434.7455,15.55
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1994,10645.67827,18.69
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1995,9370.404,11.65
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1996,11952.094,22.28
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1997,12394.3167,24.54
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1998,10162.33824,26.12
ADM,Archer-Daniels-Midland Co.,Consumer Staples,1999,7379.4068,39.79
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2000,9484.05,25.36
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2001,9489.6837,23.40
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2002,8019.6132,16.45
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2003,9842.22608,19.95
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2004,14602.18503,23.91
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2005,15807.38671,16.39
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2006,23128.43909,15.13
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2007,25423.40378,11.56
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2008,16453.79813,6.84
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2009,19749.14871,17.40
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2010,19673.45346,11.06
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2011,19517.96107,9.07
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2012,17766.45226,18.45
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2013,27333.2993,23.40
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2014,32577.07161,16.96
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2015,23822.5554,13.01
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2016,25496.32197,16.21
ADM,Archer-Daniels-Midland Co.,Consumer Staples,2017,22487.93667,18.27
ADP,"ADP, LLC.",Information Technology,1981,848.06211,16.53
ADP,"ADP, LLC.",Information Technology,1982,1266.806,21.68
ADP,"ADP, LLC.",Information Technology,1983,1245.198,18.71
ADP,"ADP, LLC.",Information Technology,1984,1393.587,18.14
ADP,"ADP, LLC.",Information Technology,1985,2157.925,23.75
ADP,"ADP, LLC.",Information Technology,1986,2585.55225,23.50
ADP,"ADP, LLC.",Information Technology,1987,3467.47368,24.82
ADP,"ADP, LLC.",Information Technology,1988,2877.1875,16.50
ADP,"ADP, LLC.",Information Technology,1989,3645.747,19.17
ADP,"ADP, LLC.",Information Technology,1990,3718.00701,17.18
ADP,"ADP, LLC.",Information Technology,1991,6357.4875,27.43
ADP,"ADP, LLC.",Information Technology,1992,7562.68359,28.83
ADP,"ADP, LLC.",Information Technology,1993,7837.59925,26.48
ADP,"ADP, LLC.",Information Technology,1994,8369.6535,24.31
ADP,"ADP, LLC.",Information Technology,1995,10782.80775,26.43
ADP,"ADP, LLC.",Information Technology,1996,12523.5328,26.87
ADP,"ADP, LLC.",Information Technology,1997,18348.20064,34.91
ADP,"ADP, LLC.",Information Technology,1998,24225.55938,38.56
ADP,"ADP, LLC.",Information Technology,1999,33680.81904,46.93
ADP,"ADP, LLC.",Information Technology,2000,39958.54967,46.04
ADP,"ADP, LLC.",Information Technology,2001,36317.8578,38.31
ADP,"ADP, LLC.",Information Technology,2002,23505.726,21.09
ADP,"ADP, LLC.",Information Technology,2003,23545.68918,23.48
ADP,"ADP, LLC.",Information Technology,2004,25835.5603,27.23
ADP,"ADP, LLC.",Information Technology,2005,26836.80787,25.15
ADP,"ADP, LLC.",Information Technology,2006,26994.46047,16.96
